variable,iso3c,2021
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",AIA,0.847601481481481
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",ATG,17.1120755555556
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",DMA,109.894187777778
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",GRD,54.90492
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",MSR,0.472647777777778
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",KNA,8.95278222222222
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",LCA,24.0118156454376
"Agriculture, Livestock and Forestry, value added (current US$) (millions)",VCT,51.039930699808
Exports of goods (current US$) (millions),AIA,6.92592592592593
Exports of goods (current US$) (millions),ATG,19.1481481481481
Exports of goods (current US$) (millions),DMA,17.1518518518518
Exports of goods (current US$) (millions),GRD,29.4888888888889
Exports of goods (current US$) (millions),MSR,8.34814814814815
Exports of goods (current US$) (millions),KNA,47.1814814814815
Exports of goods (current US$) (millions),LCA,59.0555555555556
Exports of goods (current US$) (millions),VCT,34.3037037037037
"Fishing, value added (current US$) (millions)",AIA,2.36117555555556
"Fishing, value added (current US$) (millions)",ATG,19.6638762962963
"Fishing, value added (current US$) (millions)",DMA,3.26967074074074
"Fishing, value added (current US$) (millions)",GRD,16.16832
"Fishing, value added (current US$) (millions)",MSR,0.112871111111111
"Fishing, value added (current US$) (millions)",KNA,4.99289777777778
"Fishing, value added (current US$) (millions)",LCA,9.16988552313035
"Fishing, value added (current US$) (millions)",VCT,6.42310313679991
GDP in market prices (current EC$) (millions),AIA,817.33
GDP in market prices (current EC$) (millions),ATG,4052.86
GDP in market prices (current EC$) (millions),DMA,1496.29
GDP in market prices (current EC$) (millions),GRD,3031.56
GDP in market prices (current EC$) (millions),MSR,190.47
GDP in market prices (current EC$) (millions),KNA,2324.28
GDP in market prices (current EC$) (millions),LCA,4767.53830705127
GDP in market prices (current EC$) (millions),VCT,2402.39315712155
GDP per capita (current EC$),AIA,51884.0855710023
GDP per capita (current EC$),ATG,43476.7590298115
GDP per capita (current EC$),DMA,20663.5640501574
GDP per capita (current EC$),GRD,24328.3845598267
GDP per capita (current EC$),MSR,43122.028526149
GDP per capita (current EC$),KNA,48823.2575725749
GDP per capita (current EC$),LCA,26537.7777304399
GDP per capita (current EC$),VCT,23026.4267638074
"International tourism, receipts (current US$) (millions)",AIA,59.3592592592592
"International tourism, receipts (current US$) (millions)",ATG,488.296296296296
"International tourism, receipts (current US$) (millions)",DMA,16.2111111111111
"International tourism, receipts (current US$) (millions)",GRD,63.4888888888889
"International tourism, receipts (current US$) (millions)",MSR,1.5962962962963
"International tourism, receipts (current US$) (millions)",KNA,28.5185185185185
